WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (5.78532723885682 46.682748907069)","54552",GAEC DU MARTELET,5 r Crêts,MARIGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900279,
"POINT (5.84883753435419 46.7836407945043)","54553",DOLE FRANCOIS,CALIFORNIE,MONTROND,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900325,
"POINT (5.83782065754949 46.5079984774217)","54554",GAEC GUYETANT,FERME DES JANIERS - PRENOVEL,NANCHEZ,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900380,
"POINT (6.4000418774681 46.7631062195714)","54555",MONNARD (accident poulets Jougne),,JOUGNE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905961,
"POINT (5.78415696345432 46.6448460169576)","54556",GAEC DU PLATEREY,1151 rue des Trois Lacs,DOUCIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906212,
"POINT (6.3341020370523 46.7605605742158)","54557",GAEC DU GOUSSON,lieu-dit sous les Seignots,LONGEVILLES MONT D OR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906475,
"POINT (5.81312077100601 46.7517614856797)","54559",POUILLARD Eurl,9 chemin du chene,CROTENAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903712,
"POINT (5.86674125622391 46.3849861870712)","54560",CENTRE HOSPITALIER,BP 153,ST CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012100107,
"POINT (6.28016154674101 46.7741537027631)","54561",THEVENIN DUCROT DISTRIBUTION,Gare de l'Abergement,LABERGEMENT STE MARIE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902334,
"POINT (5.75582711337421 46.5825252477837)","54562",FACONNAGE METALLIQUE,16 RUE DU FOUR,COGNA,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600306,
"POINT (5.77904382483903 46.6533312291562)","54563",PLY Marcelle,"101, rue des Cascades",DOUCIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600474,
"POINT (5.88314302284344 46.7359059930155)","54564",BARRIOD EMMANUEL,58 rue du Stade,NEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900338,
"POINT (5.85849257070859 46.4015293446339)","54565",COMMUNE DE ST CLAUDE (Porte Sachet),Hotel de Ville,ST CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904685,
"POINT (5.7617473975963 46.5645159619802)","54566",EPS,chemin du Langard,CLAIRVAUX LES LACS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302002,
"POINT (5.72852684817055 46.6259933037832)","54567",CARRIERES BAILLY SARL (Charezier),SUR GOURDAINE,CHAREZIER,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901641,Non Seveso
"POINT (5.90039669152023 46.5631851540356)","54568",FEG,ZI de la Combe,ST PIERRE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600535,Non Seveso
"POINT (5.75047940440859 46.3748384200357)","54569",SJE (Pratz),Lieu-dit Sur Chamblay,LAVANS-LES-SAINT-CLAUDE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900977,Non Seveso
"POINT (5.93171508651689 46.7512727033475)","54570",VIANDE NATURE JURA,Zone agroalimentaire - Route de Pontarlier,EQUEVILLON,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900516,Non Seveso
"POINT (5.8519804047773 46.7421534275573)","54571",ATELIERS T4 S.A.,,CHAMPAGNOLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900751,Non Seveso
"POINT (5.82728041526616 46.3830608229135)","54572",COMTOISE TRAITEMENT DE SURFACE (CTS),"ZI du plan d'Acier - 11, rue des Frères Lumière    BP 13",Saint-Claude,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901000,Non Seveso
"POINT (6.32856131569465 46.7634429372773)","54573",SARL LONGEVILLES-MONT-D'OR- Fromagerie,41 rue de l'étoile,LONGEVILLES MONT D OR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500571,
"POINT (5.81204109959906 46.7597615412401)","54574",PERNOT S.E.T. (Crotenay),2 chemin Malaval,CROTENAY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901656,Non Seveso
"POINT (6.29545854870517 46.7811055397742)","54575",PREVAL HD broyage déchets verts,La Fuvelle,Labergement-Sainte-Marie,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904313,Non Seveso
"POINT (6.27989925209926 46.7732870528815)","54576",ComCom Lacs Montagnes Haut-Doubs (SIVOM),Lieu-dit la Fuvelle,Labergement-Sainte-Marie,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902911,Non Seveso
"POINT (6.00424679638409 46.5386721587831)","54577",TSM,"113, route des Buclets",MORBIER,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900921,Non Seveso
"POINT (5.94533133415785 46.6328877449563)","54578",GAEC  DES MORILLONS,58 Les  Morillons,ENTRE DEUX MONTS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900186,
"POINT (5.96335634526143 46.576250458943)","54579",ETABLISSEMENTS JEAN COTTEZ,1 rue du Camping - BP 14,Saint-Laurent-en-Grandvaux,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901010,Non Seveso
"POINT (5.77879045936908 46.7241268924721)","54580",JURA TERROIR SAS,"3 bis, rue du Vieux Pont",Pont-du-Navoy,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903713,Non Seveso
"POINT (5.80472908432699 46.5166720268981)","54581",Scierie GRANDPIERRE SARL,lieu dit Crochère,Châtel-de-Joux,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900769,
"POINT (5.83603121859023 46.3830868406164)","54582",CURTIL SA,"9, rue du Plan d'Acier",Saint-Claude,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600505,Non Seveso
"POINT (5.81827516752154 46.3793641791216)","54583",MBF ALUMINIUM,ZA d'Etables,Saint-Claude,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902151,Non Seveso
"POINT (5.78522446400402 46.5584418553346)","54584",SA ICI FRANCE (ex JURAPLEX),,HAUTECOUR,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303029,Non Seveso
"POINT (6.35755841400996 46.7975567754913)","54585",CARRIERES DES HOPITAUX VIEUX SA,Lieux-dits Les Agettes Près sur Goys,LES HOPITAUX VIEUX,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900343,Non Seveso
"POINT (6.11646446824468 46.7986796628914)","54586",GAEC DU LANCIER,RUE DES ABEILLES,MIGNOVILLARD,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900300,Non Seveso
"POINT (5.7945497924406 46.7057698185968)","54587",ELEVAGE DE LA COMBE D'AIN,Aux Grands Cugniaux,MONTIGNY SUR L AIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303162,Non Seveso
"POINT (5.78256933343682 46.3878996616682)","54588",JOBARD ANDRE,,Lavans-lès-Saint-Claude,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301117,Non Seveso
"POINT (6.02696466487374 46.5122924693234)","54589",ALBIN PAGET,221 rue de la République - MOREZ,Hauts de Bienne,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900934,Non Seveso
"POINT (6.19427031717594 46.7124039772922)","54590",Communau de Comm Lacs Montagnes Haut-Dou,3 grande rue,Mouthe,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902403,Non Seveso
"POINT (5.92919631892419 46.7427412169661)","54591",GRANDPIERRE,70 RUE DE LA LIBERTE,Champagnole,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600124,Non Seveso
"POINT (6.1983468969235 46.7162194260067)","54592",LONCHAMPT (Scierie),42 rue de la Varrée,Mouthe,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900482,Non Seveso
"POINT (6.21694263930585 46.7543050250141)","54593",ROCHAT BAUD (Scierie),47 Grande Rue,Remoray-Boujeons,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900555,Non Seveso
"POINT (6.27535771382966 46.7923412330584)","54594",RENAUD SCIERIE (Labergement),route de Malpas,Labergement-Sainte-Marie,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900354,Non Seveso
"POINT (6.25608153062005 46.8128497095382)","54595",BESCHET (Scierie),"3, Grande Route",Vaux-et-Chantegrue,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902576,Non Seveso
"POINT (5.7617473975963 46.5645159619802)","54596",COGEPA,,Clairvaux-les-Lacs,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900783,Non Seveso
"POINT (5.90407156466783 46.5223643819419)","54597",BOUVET SCIERIE,Lieu-dit Moulin Morey,Grande-Rivière Château,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900851,Non Seveso
"POINT (5.8519804047773 46.7421534275573)","54598",CIMENTS D'ORIGNY,,Champagnole,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900760,Non Seveso
"POINT (6.28134908109188 46.7801216101074)","54599",scaf la fruitiere des lacs,1 rue derrière chez Saget,Labergement-Sainte-Marie,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905872,
"POINT (5.83232201624315 46.3831159412725)","54600",TUBINDUS,ZI du Plan d'acier,Saint-Claude,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900997,Non Seveso
"POINT (6.39539911859145 46.8024830854506)","54601",ISDI (M. MUSY),parcelle ZD 16,Les Hôpitaux-Vieux,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301626,
"POINT (6.14589666132176 46.6569421393706)","54602",PARC POLAIRE-SARL L'ODYSSEE BLANCHE,le cernois Veuillet,Chaux-Neuve,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303273,
"POINT (6.34623106569136 46.9129237267389)","56927",THEVENIN DUCROT DISTRIBUTION,67 rue de Besançon - BP 189,PONTARLIER,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900528,Non Seveso
"POINT (6.34190857222234 47.3540939558102)","56928",PEINTURES INDUSTRIELLES BAUMOISES,"27, Rue du Tennis",BAUME LES DAMES,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902343,Non Seveso
"POINT (6.36527265650758 46.8913532326736)","56929",DECOUPAGE DE LA CLUSE (ex-COFIX),Moulin Maugain,LA CLUSE ET MIJOUX,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902356,Non Seveso
"POINT (6.39274804364573 47.3189471979784)","56930",GUILLON LES BAINS (Commune de),,GUILLON LES BAINS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902373,Non Seveso
"POINT (6.35028715448198 47.3468605281137)","56931",EFI PLATE SAS,10 rue du Tennis,CHAMPVANS LES BAUME,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900066,Non Seveso
"POINT (6.35617300443815 46.8993600459878)","56932",HUGUENIN RENE (Pontarlier),Chemin des carrières,PONTARLIER,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902421,Non Seveso
"POINT (6.38343834650565 47.3797694277888)","56933",CARRIERE SAUVAGE (Autechaux),Doline goufre du Creux de la Roche,AUTECHAUX,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903879,Non Seveso
"POINT (6.38181364997066 46.9679558665926)","56934",CARRIERE SAUVAGE (Arçon/Isabey),,ARCON,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904379,Non Seveso
"POINT (6.40301340153018 46.8867380102156)","56935",GAEC du LARMONT,LES BRENETS,LA CLUSE ET MIJOUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500250,
"POINT (6.38278525881259 46.9117836613998)","56936",DECHARGE DES GRAVILLIERS,,PONTARLIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300061,
"POINT (6.40825957292442 47.3002999484559)","56937",EARL PHILIPPE Eric,"5, chemin des Sapins - Les Bichets",PASSAVANT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301870,
"POINT (6.3438683841418 47.1216246440445)","56938",JACQUOT François,"8, rue du Chemin Neuf",ETRAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302210,
"POINT (6.3312709134646 46.8873947812236)","56939",LAMBERT Pascal,12 Grande Rue,GRANGES NARBOZ,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902600,
"POINT (6.33260240720988 46.9043162660505)","56940",JURA FILTRATION,14 rue Eugène Thévenin,PONTARLIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900078,
"POINT (6.40782929411047 47.0516749332015)","56941",ERDF (ARC SOUS CICON),LIEU DIT LE TREMBLE,ARC SOUS CICON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904610,
"POINT (6.38465078288761 46.9705851407769)","56942",GAEC HENRIET DES ECLASONS,LES ECLASONS,ARCON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500040,
"POINT (6.33863855376857 47.0815500720145)","56943",GAEC GRANGE REINE,Chemin de la Grange Reine - CHASNANS,LES PREMIERS SAPINS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500961,
"POINT (6.3945599731736 47.2384547869563)","56944",EARL Dominique JEUNE,"3, rue Chemin de Creuse",BREMONDANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500147,
"POINT (6.34480014423447 46.9939706300442)","56945",GAEC DE LA FEE VERTE,ROUTE DES LAURIERS,BUGNY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500160,
"POINT (6.30997730552378 46.9086726303771)","56946",GAEC DE L'ARLIER,Lieu-dit En Louve,HOUTAUD,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500502,
"POINT (6.33794670069967 46.9144257812181)","56947",FROMAGERIE DES GENTIANES,30 rue Arago,PONTARLIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500741,
"POINT (6.32749181097628 47.4159926526194)","56948",GAEC CHATELAIN,"9, rue de la craie",TOURNANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501117,
"POINT (6.38342914313957 47.1856425647341)","56949",GAEC VOIDEY,"45, rue de Jésus",VERCEL VILLEDIEU LE CAMP,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905658,
"POINT (6.39680245031956 47.1828719514842)","56950",FROMAGERIE VERCEL,14 rue des fourches,VERCEL VILLEDIEU LE CAMP,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500915,
"POINT (6.40999538029632 47.3420136213449)","56951",GAEC DES PRES GARRIGNOT,"5, rue de l'Eglise",VILLERS ST MARTIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500941,
"POINT (6.40930183147074 47.3855369340076)","56952",GAEC HERRMANN (ex GAEC LIARD DE CHAMPREY,"1, route de Clerval - ·",VOILLANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500952,
"POINT (6.35150969799053 47.0178275255339)","56953",MESNIER TP,,ST GORGON MAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906223,
"POINT (6.30444537290678 46.9810491594903)","56954",ISDI ILLEGALE,parcelle ZI 82,GOUX LES USIERS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302504,
"POINT (6.30483225672606 47.2255685475872)","56955",BETON 25,Champ Durant - parcelle ZB 31d,GONSANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903328,
"POINT (6.34581128756676 47.3452415893034)","56956",PLASTIVAL (Baume les Dames),"4, Rue des Chevriers",BAUME LES DAMES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900016,
"POINT (6.3838414871913 47.2741538333949)","56957",SCIAGES DU PLATEAU,Pré Blanchot - Route Départementale 50,PASSAVANT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900081,
"POINT (6.37828537849667 46.8717495600272)","56958",FRAMBOURG PRODUCTIONS SA,,LA CLUSE ET MIJOUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900194,
"POINT (6.33650201359559 47.1472034829694)","56959",SIS GROUPE (ex TECHNOTIME),"2, Rue de l'industrie",VALDAHON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900629,
"POINT (6.34175496453261 47.352692775254)","56960",F3C SAS,58 avenue Kennedy,BAUME LES DAMES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903635,
"POINT (6.38278525881259 46.9117836613998)","56961",PRESSING MOUREAUX,66 rue de Salins,PONTARLIER,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904113,
